state,state_abbr,year,resident_population,real_gdp_millions_chained_2017_dollars,real_gdp_per_capita_chained_2017_dollars,gini_index,activity_rate_percent,land_area_sqmi_2020,population_density_per_sqmi,S_HAWES_COMPTON_socap_ma,S_CEV_formal_volunteering,S_CEV_organizational_membership,S_CEV_charitable_giving,S_CEV_informal_helping,S_CEV_talking_with_friends_and_family,S_CEV_talking_with_neighbors,S_CEV_learning_about_issues,S_CEV_discussing_issues_with_friends_and_family,S_CEV_discussing_issues_with_neighbors,S_CEV_posting_views_online,S_CEV_voting_in_local_elections,S_CEV_contacting_public_officials,S_CEV_donating_to_a_political_cause,S_CEV_attending_public_meetings,S_CEV_taking_action_with_neighbors,S_CEV_buycotting_or_boycotting,S_CEV_employer_promotes_volunteering,S_source_hawes_compton,S_source_cev,S_observed_any,S_series_note,st,democracy_mcmc,democracy_mcmc_sd,democracy_mcmc_se,democracy_additive
Nevada,NV,2000,2018741,114810.2,56872.179244,,70.3,109860.4519103707,18.375502420534218,0.064262755,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.518393255318503,0.284053821051237,0.00284053821051237,0.47291250184628
Nevada,NV,2001,2098399,116267.3,55407.622669,,70.4,109860.4519103707,19.10058591158875,-0.019935897,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.514023086001003,0.282501919037558,0.00282501919037558,0.468778260978644
Nevada,NV,2002,2173791,120180.1,55285.949753,,69.3,109860.4519103707,19.78683832261568,-0.18777846,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.697785091777685,0.283669080933124,0.00283669080933124,0.421766290954019
Nevada,NV,2003,2248850,125905.4,55986.570914,,67.9,109860.4519103707,20.470059615581384,-0.109523304,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.697861585713391,0.284330800612386,0.00284330800612386,0.407706557390039
Nevada,NV,2004,2346222,139373.0,59403.159633,,67.0,109860.4519103707,21.356384023562526,-0.46853673,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.177038387764685,0.280932847138079,0.00280932847138079,0.12804862457539
Nevada,NV,2005,2432143,150680.9,61953.964056,,67.4,109860.4519103707,22.138476200555374,-0.23427126,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.172148471780789,0.284885516011475,0.00284885516011475,0.119284439734578
Nevada,NV,2006,2522658,156297.9,61957.625647,0.434,68.6,109860.4519103707,22.96238506335385,-0.46369326,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.0821070489039645,0.282798452603866,0.00282798452603866,-0.152507259028937
Nevada,NV,2007,2601072,157734.3,60642.035284,0.437,69.5,109860.4519103707,23.676145098347824,-0.30665714,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.16444566830158,0.282620069660326,0.00282620069660326,0.0846572885560523
Nevada,NV,2008,2653630,152745.6,57561.001345,0.431,69.4,109860.4519103707,24.15455201444971,-0.18963212,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,-0.0174685160172787,0.281553975877349,0.00281553975877349,0.130680574047283
Nevada,NV,2009,2684665,140304.3,52261.380843,0.433,67.5,109860.4519103707,24.437046756282008,0.33557826,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,5.1287197241587e-05,0.284059652822211,0.00284059652822211,0.134543081689425
Nevada,NV,2010,2701888,142614.2,52783.164957,0.448,65.7,109860.4519103707,24.593818366998224,0.39459512,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NV,0.228807631865188,0.284056056373643,0.00284056056373643,0.109800525401183
Nevada,NV,2011,2710129,144341.2,53259.900174,0.4526,65.0,109860.4519103707,24.66883171217109,,,,,,,,,,,,,,,,,,,0,0,0,,NV,0.230881635071081,0.281839179045638,0.00281839179045638,0.101538885056361
Nevada,NV,2012,2739290,142986.1,52198.233849,0.4516,64.5,109860.4519103707,24.934268450259435,,,,,,,,,,,,,,,,,,,0,0,0,,NV,1.02048376106171,0.286743127834318,0.00286743127834318,0.803531723976694
Nevada,NV,2013,2769188,144549.3,52199.164520,0.4543,63.8,109860.4519103707,25.206413698891694,,,,,,,,,,,,,,,,,,,0,0,0,,NV,1.01544574607724,0.288362885434895,0.00288362885434895,0.736038460444327
Nevada,NV,2014,2808779,145303.6,51731.944735,0.4427,63.2,109860.4519103707,25.56678905973856,,,,,,,,,,,,,,,,,,,0,0,0,,NV,1.10002633688973,0.28495913364206,0.0028495913364206,0.932022930153111
Nevada,NV,2015,2855986,151055.9,52890.980558,0.4548,62.7,109860.4519103707,25.996488730358102,,,,,,,,,,,,,,,,,,,0,0,0,,NV,1.09652474352669,0.280224229980535,0.00280224229980535,0.932022930153111
Nevada,NV,2016,2904614,156007.4,53710.200392,0.4577,62.2,109860.4519103707,26.439122991863535,,,,,,,,,,,,,,,,,,,0,0,0,,NV,0.841720063099232,0.281475079199689,0.00281475079199689,1.13485948601797
Nevada,NV,2017,2954768,163199.1,55232.458183,0.4606,62.6,109860.4519103707,26.895647602202093,,0.24354774,0.22916635,0.45555745,0.43173073,0.96343292,0.65653347,0.8437814,0.6740802,0.24815,0.1950657,0.4011292,0.1023971,0.0736151,0.0904063,0.1343759,0.1174041,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NV,0.836576282399063,0.285884069698264,0.00285884069698264,1.13485948601797
Nevada,NV,2018,3011007,168638.5,56007.342394,0.469,63.4,109860.4519103707,27.407560661196992,,,,,,,,,,,,,,,,,,,0,0,0,,NV,0.819910676210132,0.285402756225423,0.00285402756225423,1.28959563331478
Nevada,NV,2019,3068665,176029.7,57363.609257,0.471,64.2,109860.4519103707,27.932390106164505,,0.21782388,0.17382791,0.37430248,0.44529539,0.96989081,0.64629333,0.79836551,0.74644147,0.27212629,0.19909633,0.44637321,0.07997486,0.03809792,0.0767203,0.16493624,0.1380584,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NV,0.922231660850518,0.285144958137019,0.00285144958137019,1.74821753446069
Nevada,NV,2020,3115840,166077.0,53300.875526,,61.3,109860.4519103707,28.361798498171556,,,,,,,,,,,,,,,,,,,0,0,0,,NV,1.03776044116113,0.284901085048671,0.00284901085048671,2.45822928705084
Nevada,NV,2021,3146632,182474.1,57990.289300,0.4726,60.1,109860.4519103707,28.642081343040257,,0.16829928,0.20986168,0.41340125,0.36716666,0.95267662,0.59593554,0.80207962,0.70519061,0.21060456,0.24522542,0.53478311,0.10234665,0.09648386,0.06508234,0.13001757,0.1674841,0.3218617,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NV,1.03648037611867,0.287508105020794,0.00287508105020794,2.45822928705084
Nevada,NV,2022,3177421,190463.3,59942.733431,0.4685,61.7,109860.4519103707,28.92233688053904,,,,,,,,,,,,,,,,,,,0,0,0,,NV,0.434576535653609,0.284652124998967,0.00284652124998967,2.03711088907601
Nevada,NV,2023,3194176,195405.6,61175.589573,0.4632,62.6,109860.4519103707,29.074848541547585,,0.1856878,0.1729108,0.3387454,0.457395,0.9752004,0.6452878,0.7852801,0.7330632,0.2995134,0.1603958,0.5433767,0.0673613,0.0448197,0.0759096,0.1691719,0.141846,0.3394621,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NV,0.433894752736391,0.283828428923258,0.00283828428923258,2.03711088907601
New Hampshire,NH,2000,1239882,60742.5,48990.549101,,72.3,8953.753063751145,138.47623350476405,0.6307299,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.633399250902151,0.283214732733349,0.00283214732733349,0.102908691677576
New Hampshire,NH,2001,1255517,61719.4,49158.553807,,71.7,8953.753063751145,140.2224286353063,0.8694762,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.632396186752897,0.282759943014515,0.00282759943014515,0.0999014785382506
New Hampshire,NH,2002,1269089,63474.2,50015.562344,,71.4,8953.753063751145,141.73821759032512,0.6457345,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.652790553914921,0.287358180595598,0.00287358180595598,0.211817909746669
New Hampshire,NH,2003,1279840,66119.4,51662.239030,,71.3,8953.753063751145,142.9389431322797,0.56008303,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.652266436896919,0.283138679127939,0.00283138679127939,0.211303349243768
New Hampshire,NH,2004,1290121,68428.1,53040.063684,,71.0,8953.753063751145,144.08717671955856,0.94261014,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.563921600021241,0.287027995627621,0.00287027995627621,0.121596965314846
New Hampshire,NH,2005,1298492,69556.1,53566.829830,,71.3,8953.753063751145,145.02209193783608,1.3283079,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.564204742934483,0.286004962065554,0.00286004962065554,0.120637079066521
New Hampshire,NH,2006,1308389,71424.5,54589.651854,0.417,71.0,8953.753063751145,146.12743848129477,1.5318563,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.689720489960631,0.285694751696355,0.00285694751696355,0.0936186732445872
New Hampshire,NH,2007,1312540,71943.5,54812.424764,0.417,70.8,8953.753063751145,146.59104295759033,1.6111801,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.68949492667547,0.282838968588576,0.00282838968588576,0.0911223136300516
New Hampshire,NH,2008,1315906,71195.6,54103.864562,0.419,70.8,8953.753063751145,146.96697470107642,1.8073212,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.623178815236829,0.285547454002209,0.00285547454002209,0.0279955558697814
New Hampshire,NH,2009,1316102,70498.6,53566.212953,0.431,70.0,8953.753063751145,146.9888649630263,2.2467449,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.628606081396574,0.285211204534291,0.00285211204534291,0.03668762909659
New Hampshire,NH,2010,1317105,72950.4,55386.928149,0.425,69.9,8953.753063751145,147.10088502800448,2.3271406,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NH,0.512440674415028,0.28409649717672,0.0028409649717672,0.263831389230199
New Hampshire,NH,2011,1321939,73465.0,55573.668679,0.4347,69.4,8953.753063751145,147.64077036609476,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.504245040212227,0.285021505239731,0.00285021505239731,0.248788303768652
New Hampshire,NH,2012,1327372,74082.8,55811.633815,0.4298,69.3,8953.753063751145,148.24755502514407,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.0940654125786761,0.28134334702356,0.0028134334702356,-0.108581724721911
New Hampshire,NH,2013,1331163,75503.4,56719.875778,0.4387,69.1,8953.753063751145,148.6709528978582,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.0357434562965145,0.286382787979241,0.00286382787979241,0.0334611469905603
New Hampshire,NH,2014,1339344,76836.2,57368.532655,0.441,68.6,8953.753063751145,149.58464796424556,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.0756074292107998,0.281231455632609,0.00281231455632609,0.0157485335033888
New Hampshire,NH,2015,1343764,79319.3,59027.701293,0.4347,68.5,8953.753063751145,150.0782957082172,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.0775042365401052,0.283800347455391,0.00283800347455391,0.0157485335033888
New Hampshire,NH,2016,1351178,80736.1,59752.379035,0.4304,68.6,8953.753063751145,150.90632837197418,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.147334668597842,0.282055901863122,0.00282055901863122,0.330330685728168
New Hampshire,NH,2017,1359076,81179.6,59731.464613,0.4386,68.2,8953.753063751145,151.78841658054614,,0.35698711,0.31499605,0.65552375,0.5431169,0.98885182,0.75960245,0.902519,0.7512665,0.347238,0.1739601,0.535324,0.1663908,0.1023026,0.1609351,0.2309315,0.1439188,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NH,0.275408971805273,0.286348279182883,0.00286348279182883,0.559641636301122
New Hampshire,NH,2018,1364941,82269.5,60273.301190,0.453,68.6,8953.753063751145,152.44344916389312,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.13129304874235,0.281835462898091,0.00281835462898091,0.347296802979595
New Hampshire,NH,2019,1371857,84438.2,61550.292778,0.4406,68.9,8953.753063751145,153.21586269269582,,0.32210938,0.33168781,0.59570566,0.58505195,0.99698762,0.70933865,0.87214871,0.73798696,0.30050184,0.18652031,0.55052082,0.11717473,0.08053191,0.18494154,0.27430881,0.17773005,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NH,0.134775738686298,0.282206836529295,0.00282206836529295,0.11798585240664
New Hampshire,NH,2020,1378702,83152.6,60312.235712,,66.8,8953.753063751145,153.9803465857922,,,,,,,,,,,,,,,,,,,0,0,0,,NH,0.0942605428016045,0.281244839224224,0.00281244839224224,0.13644041025238
New Hampshire,NH,2021,1387494,89949.3,64828.604664,0.4348,65.5,8953.753063751145,154.96228119325798,,0.27915103,0.2942177,0.59374652,0.52449016,0.96717287,0.67566794,0.84319079,0.75868583,0.33897372,0.17831218,0.53719904,0.11958216,0.08753665,0.11903574,0.21249521,0.20876937,0.39398832,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NH,0.0964660436532222,0.283319028557273,0.00283319028557273,0.13644041025238
New Hampshire,NH,2022,1399003,91416.1,65343.748369,0.4466,65.6,8953.753063751145,156.2476639727534,,,,,,,,,,,,,,,,,,,0,0,0,,NH,-0.116459271004734,0.283170587521422,0.00283170587521422,-0.0229110453867241
New Hampshire,NH,2023,1402054,93466.7,66664.122780,0.4446,65.3,8953.753063751145,156.58841493810576,,0.2963946,0.2966554,0.5840593,0.5974772,0.9829012,0.7037384,0.8797522,0.695236,0.3045623,0.1731942,0.5224911,0.1171877,0.0555248,0.164519,0.2283486,0.2606235,0.4846367,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NH,-0.114738833974666,0.281193434600717,0.00281193434600717,-0.0229110453867241
New Jersey,NJ,2000,8430621,503901.5,59770.389394,,66.5,7354.758726104268,1146.2811104975028,-0.0416767,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,-0.0176273180311419,0.284511905231798,0.00284511905231798,-0.625597586647686
New Jersey,NJ,2001,8492671,509631.5,60008.388409,,66.1,7354.758726104268,1154.7178250534496,-0.0763012,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,-0.00877482522625691,0.286402202984716,0.00286402202984716,-0.61681061983624
New Jersey,NJ,2002,8552643,517752.2,60537.099467,,66.5,7354.758726104268,1162.872001449086,-0.053308934,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,1.09466226407484,0.289294744969383,0.00289294744969383,-0.0985468468025776
New Jersey,NJ,2003,8601402,529815.9,61596.458345,,66.1,7354.758726104268,1169.501586703452,0.21079783,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,1.09392766103373,0.284975460310229,0.00284975460310229,-0.108942340977722
New Jersey,NJ,2004,8634561,536174.0,62096.266388,,65.9,7354.758726104268,1174.0100962596266,0.10892465,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,1.17558132799293,0.284464093177037,0.00284464093177037,-0.104538096878411
New Jersey,NJ,2005,8651974,546357.8,63148.340483,,66.1,7354.758726104268,1176.377679024537,0.17818774,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,1.17653814077659,0.28232488431907,0.0028232488431907,-0.109924257561444
New Jersey,NJ,2006,8661679,555211.0,64099.697068,0.458,66.6,7354.758726104268,1177.6972328483157,-0.061680224,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,0.833013899644517,0.283708920540381,0.00283708920540381,-0.271547785443303
New Jersey,NJ,2007,8677885,560823.8,64626.784061,0.464,66.2,7354.758726104268,1179.9007041793982,-0.07624923,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,0.830925364852769,0.28672787195487,0.0028672787195487,-0.255852734535636
New Jersey,NJ,2008,8711090,573202.7,65801.489825,0.462,66.7,7354.758726104268,1184.4154681895548,-0.06637413,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,1.0816848141184,0.284147798101119,0.00284147798101119,-0.168442294649082
New Jersey,NJ,2009,8755602,546362.2,62401.443099,0.465,67.0,7354.758726104268,1190.4676041817272,0.07292936,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,1.08233122492274,0.287426369882359,0.00287426369882359,-0.148019794088765
New Jersey,NJ,2010,8809368,554764.4,62974.370012,0.464,66.6,7354.758726104268,1197.777973155378,0.09364901,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NJ,0.954834129173038,0.278573644126442,0.00278573644126442,-0.291675509448495
New Jersey,NJ,2011,8878245,548479.3,61777.896420,0.4694,66.1,7354.758726104268,1207.1429302620652,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,0.956093568463738,0.281637047226328,0.00281637047226328,-0.2719991802658
New Jersey,NJ,2012,8935248,560729.7,62754.799867,0.4718,66.0,7354.758726104268,1214.8934224430907,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,1.22638589959201,0.280683542585199,0.00280683542585199,-0.0225443788606857
New Jersey,NJ,2013,8987175,570952.4,63529.685357,0.48,65.0,7354.758726104268,1221.9537492238585,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,1.22189398785061,0.283189369087092,0.00283189369087092,0.00905214567321282
New Jersey,NJ,2014,9036406,570696.4,63155.241143,0.4757,64.2,7354.758726104268,1228.6475106147338,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,0.663942938186562,0.281741782538853,0.00281741782538853,0.113490163207877
New Jersey,NJ,2015,9079218,581414.9,64037.993140,0.4832,64.1,7354.758726104268,1234.4685037423599,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,0.682955569544818,0.283387466776237,0.00283387466776237,0.285473376137593
New Jersey,NJ,2016,9122374,587049.7,64352.733181,0.4813,63.9,7354.758726104268,1240.3362693084587,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,0.867758023239505,0.284581178680455,0.00284581178680455,0.236705588468309
New Jersey,NJ,2017,9176713,590086.7,64302.621211,0.4794,63.4,7354.758726104268,1247.7245470241007,,0.26134699,0.25193276,0.55811686,0.49423955,0.97510278,0.78751871,0.8859757,0.7246901,0.3756158,0.2167548,0.4875354,0.0926346,0.085062,0.117087,0.1999109,0.1153605,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NJ,0.733316787700493,0.283111068161209,0.00283111068161209,0.00739463789535409
New Jersey,NJ,2018,9220072,606892.2,65822.935005,0.4836,63.0,7354.758726104268,1253.6199137675542,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,0.829056325496928,0.286145903829452,0.00286145903829452,0.904192546904729
New Jersey,NJ,2019,9259376,618691.0,66817.785561,0.4782,63.8,7354.758726104268,1258.9639367958691,,0.26147236,0.26506766,0.54415958,0.48930539,0.94270188,0.67362881,0.79571285,0.62656215,0.29058914,0.15732016,0.56351581,0.09409263,0.08188676,0.09659196,0.21145387,0.13483937,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NJ,0.931790854405481,0.286891234659082,0.00286891234659082,1.47746992333712
New Jersey,NJ,2020,9272392,597221.4,64408.558223,,62.9,7354.758726104268,1260.7336753399497,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,1.20461314537234,0.284225610005352,0.00284225610005351,1.92562110133828
New Jersey,NJ,2021,9269175,632463.3,68232.965717,0.4853,62.9,7354.758726104268,1260.2962714603932,,0.19908339,0.18033374,0.51101752,0.46975209,0.95177572,0.67868456,0.80355559,0.64154925,0.2976749,0.19085963,0.50824103,0.06492564,0.07801217,0.06298165,0.20945117,0.11593948,0.36482555,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NJ,1.19669839130709,0.286043412031399,0.00286043412031399,1.92562110133828
New Jersey,NJ,2022,9260817,650235.8,70213.653936,0.4815,63.8,7354.758726104268,1259.1598643651698,,,,,,,,,,,,,,,,,,,0,0,0,,NJ,1.23481347305215,0.286588765350763,0.00286588765350763,2.26400007029844
New Jersey,NJ,2023,9290841,663888.5,71456.233079,0.4794,64.5,7354.758726104268,1263.2421192858426,,0.2565836,0.2279223,0.5712183,0.5436478,0.9770966,0.697782,0.8209287,0.6680069,0.2623517,0.1335098,0.5663548,0.0878705,0.0920158,0.1119282,0.2326863,0.1387715,0.4245964,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NJ,1.23438477986415,0.28507410019847,0.0028507410019847,2.26400007029844
New Mexico,NM,2000,1821204,72733.8,39937.206376,,63.2,121312.7425879337,15.012470752442992,0.1034791,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.728579835782575,0.284769559406231,0.00284769559406231,0.254339853089843
New Mexico,NM,2001,1831690,72996.4,39851.940012,,63.3,121312.7425879337,15.098908498192571,0.019376926,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.760869483994375,0.283106389015515,0.00283106389015515,0.372694572764421
New Mexico,NM,2002,1855309,75345.9,40610.971003,,63.2,121312.7425879337,15.293603626636147,-0.13155778,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.470362330987316,0.285348949874465,0.00285348949874465,0.252458064024697
New Mexico,NM,2003,1877574,78766.8,41951.369160,,63.2,121312.7425879337,15.477137520314802,-0.032605432,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.466392759363812,0.282203916021842,0.00282203916021842,0.255976268969602
New Mexico,NM,2004,1903808,85751.0,45041.831949,,62.9,121312.7425879337,15.693388504674374,-0.39375812,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.796409744665715,0.282465220448709,0.00282465220448709,0.433258840116
New Mexico,NM,2005,1932274,86295.9,44660.281099,,62.9,121312.7425879337,15.92803821576607,-0.1956621,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.720121583162984,0.286184701463897,0.00286184701463897,0.200612209958576
New Mexico,NM,2006,1962137,88554.5,45131.660022,0.457,62.4,121312.7425879337,16.17420361737962,-0.44217017,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.805398500783764,0.284434875277532,0.00284434875277532,0.461194228750539
New Mexico,NM,2007,1990070,89392.3,44919.173697,0.459,61.9,121312.7425879337,16.404459725716737,-0.2877621,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.723820532635132,0.284887283587839,0.00284887283587839,0.226917524694063
New Mexico,NM,2008,2010662,89012.9,44270.444262,0.46,62.0,121312.7425879337,16.574202817503437,-0.17633797,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.827651845782134,0.285707351705965,0.00285707351705965,0.356850353523633
New Mexico,NM,2009,2036802,90829.2,44594.025340,0.453,60.6,121312.7425879337,16.789678945092035,0.3491247,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.82625898561277,0.285264910559103,0.00285264910559103,0.350453854359948
New Mexico,NM,2010,2064898,90721.0,43934.857799,0.464,59.6,121312.7425879337,17.021278688042653,0.40549105,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,NM,0.972567539951141,0.285671454149762,0.00285671454149762,0.474070774116841
New Mexico,NM,2011,2082130,90552.3,43490.223953,0.4821,58.7,121312.7425879337,17.16332477184551,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.972281066799539,0.280467166252418,0.00280467166252418,0.467745921509026
New Mexico,NM,2012,2090282,90762.4,43421.126910,0.4713,58.5,121312.7425879337,17.23052298883488,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.909279833006839,0.286015454664237,0.00286015454664237,0.60847687229017
New Mexico,NM,2013,2096538,90104.0,42977.518175,0.4759,58.1,121312.7425879337,17.282092179890515,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.913125528247104,0.283455524447674,0.00283455524447674,0.611605012969417
New Mexico,NM,2014,2095081,92621.1,44208.839658,0.477,58.1,121312.7425879337,17.27008189994038,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.784323900210447,0.283822328664382,0.00283822328664382,0.0419966865581768
New Mexico,NM,2015,2096056,93503.9,44609.447458,0.4795,58.2,121312.7425879337,17.278118978149976,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.788986615249713,0.283195076585908,0.00283195076585908,0.0419966865581768
New Mexico,NM,2016,2099682,93043.5,44313.138847,0.4769,58.2,121312.7425879337,17.30800866593254,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.905408583491098,0.282143049478979,0.00282143049478979,0.761729343125773
New Mexico,NM,2017,2101111,93210.1,44362.292140,0.4776,58.0,121312.7425879337,17.319788137482814,,0.27053585,0.22018929,0.44143208,0.44095466,0.97591039,0.69577369,0.8655164,0.6530395,0.2689356,0.2009949,0.4913743,0.1221467,0.0953354,0.1225264,0.1525547,0.1277137,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NM,0.900381009468092,0.286492311856585,0.00286492311856585,0.761729343125773
New Mexico,NM,2018,2103161,96077.0,45682.189809,0.4891,57.7,121312.7425879337,17.336686609615814,,,,,,,,,,,,,,,,,,,0,0,0,,NM,0.866667620205802,0.285556531834799,0.00285556531834799,1.3200139728083
New Mexico,NM,2019,2110180,100342.2,47551.488499,0.4768,58.0,121312.7425879337,17.394545329567777,,0.27748398,0.26338741,0.4267782,0.47541095,0.9675947,0.63659619,0.78579994,0.66434406,0.28600783,0.20572252,0.53964134,0.1080011,0.10402336,0.10692144,0.19326837,0.16848232,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,NM,0.917110126238427,0.284013763577815,0.00284013763577815,1.54932492338125
