state,year,state_abbr,E1_real_gdp_millions_chained_2017_dollars,source_table,line_code,E2_pcpi_nominal_usd,E3_avg_unemployment,st,D_democracy_mcmc,D_democracy_mcmc_sd,D_democracy_mcmc_se,D_democracy_additive,S_HAWES_COMPTON_socap_ma,S_CEV_formal_volunteering,S_CEV_organizational_membership,S_CEV_charitable_giving,S_CEV_informal_helping,S_CEV_talking_with_friends_and_family,S_CEV_talking_with_neighbors,S_CEV_learning_about_issues,S_CEV_discussing_issues_with_friends_and_family,S_CEV_discussing_issues_with_neighbors,S_CEV_posting_views_online,S_CEV_voting_in_local_elections,S_CEV_contacting_public_officials,S_CEV_donating_to_a_political_cause,S_CEV_attending_public_meetings,S_CEV_taking_action_with_neighbors,S_CEV_buycotting_or_boycotting,S_CEV_employer_promotes_volunteering,S_source_hawes_compton,S_source_cev,S_observed_any,S_series_note,E4_gini_index,source_variable,source_survey
Illinois,2006,IL,759825.7,SAGDP9N,1,40021,4.6,IL,0.215677869005448,0.285431183412966,0.00285431183412966,-0.624180907514812,0.34608254,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.462,B19083_001E,ACS1
Illinois,2007,IL,769571.6,SAGDP9N,1,42148,5.0667,IL,0.220402722514752,0.282099998357603,0.00282099998357603,-0.647232412344194,0.33639953,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.466,B19083_001E,ACS1
Illinois,2008,IL,759095.3,SAGDP9N,1,43238,6.5083,IL,0.277868044686446,0.284392510243549,0.00284392510243549,-0.586580038967173,0.14186239,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.467,B19083_001E,ACS1
Illinois,2009,IL,740794.3,SAGDP9N,1,41088,10.1833,IL,0.279194385741973,0.28563567741279,0.0028563567741279,-0.588937029405779,0.21853377,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.469,B19083_001E,ACS1
Illinois,2010,IL,755391.4,SAGDP9N,1,42107,10.4667,IL,0.234960736009946,0.285790347322528,0.00285790347322528,-0.364571559549191,0.16345502,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.465,B19083_001E,ACS1
Illinois,2011,IL,772225.6,SAGDP9N,1,44075,9.7583,IL,0.2351835722748,0.281976974625195,0.00281976974625195,-0.509418757936678,,,,,,,,,,,,,,,,,,,0,0,0,,0.4718,B19083_001E,ACS1
Illinois,2012,IL,790723.3,SAGDP9N,1,45934,9.05,IL,1.02547248384563,0.285550432543927,0.00285550432543927,0.274691920734911,,,,,,,,,,,,,,,,,,,0,0,0,,0.4716,B19083_001E,ACS1
Illinois,2013,IL,795435.2,SAGDP9N,1,46735,9.075,IL,0.99812342389661,0.289831999485899,0.00289831999485899,0.347006556389294,,,,,,,,,,,,,,,,,,,0,0,0,,0.4824,B19083_001E,ACS1
Illinois,2014,IL,811490.1,SAGDP9N,1,48536,7.1667,IL,1.19706892877898,0.282259692884145,0.00282259692884145,0.620907953382514,,,,,,,,,,,,,,,,,,,0,0,0,,0.4765,B19083_001E,ACS1
Illinois,2015,IL,825424.9,SAGDP9N,1,50688,5.9917,IL,1.24807082293401,0.284592049549739,0.00284592049549739,0.850218903955468,,,,,,,,,,,,,,,,,,,0,0,0,,0.4817,B19083_001E,ACS1
Illinois,2016,IL,826404.7,SAGDP9N,1,51347,5.8833,IL,1.36684617916705,0.281381918068133,0.00281381918068133,1.22207979976843,,,,,,,,,,,,,,,,,,,0,0,0,,0.481,B19083_001E,ACS1
Illinois,2017,IL,832826.8,SAGDP9N,1,53056,4.95,IL,1.23664012858353,0.283324114703957,0.00283324114703957,0.992768849195477,,0.2813788,0.26753731,0.55056639,0.49817588,0.98192756,0.76510116,0.8892601,0.7582901,0.3542524,0.2176982,0.5520322,0.1316593,0.0781043,0.1283496,0.2168195,0.1421073,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4818,B19083_001E,ACS1
Illinois,2018,IL,851517.2,SAGDP9N,1,56077,4.4,IL,1.33599380192495,0.283516277164959,0.00283516277164959,1.22026148301235,,,,,,,,,,,,,,,,,,,0,0,0,,0.4852,B19083_001E,ACS1
Illinois,2019,IL,858018.3,SAGDP9N,1,57738,3.9667,IL,1.46135733570824,0.285626863778554,0.00285626863778554,1.90819433473121,,0.33035833,0.31724402,0.56593534,0.57341423,0.98115485,0.76301078,0.90180734,0.72928383,0.32633149,0.20077546,0.56201555,0.11301642,0.07726987,0.13092664,0.24218053,0.17545446,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.48,B19083_001E,ACS1
Illinois,2020,IL,810200.9,SAGDP9N,1,61542,9.3083,IL,1.5892515812569,0.28407388877228,0.0028407388877228,2.00831233656486,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Illinois,2021,IL,855888.1,SAGDP9N,1,66612,6.1,IL,1.58690096711589,0.286562381825342,0.00286562381825342,2.00831233656486,,0.28288199,0.29585206,0.56103872,0.55565087,0.97912092,0.74733133,0.90763941,0.73475921,0.3148696,0.17933369,0.54736587,0.1159154,0.10266162,0.09287339,0.20326906,0.1823315,0.44844343,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4824,B19083_001E,ACS1
Illinois,2022,IL,876536.0,SAGDP9N,1,68352,4.5667,IL,1.27187294699288,0.28337445407579,0.0028337445407579,1.94304155348065,,,,,,,,,,,,,,,,,,,0,0,0,,0.4837,B19083_001E,ACS1
Illinois,2023,IL,885651.3,SAGDP9N,1,71716,4.4583,IL,1.30284517830199,0.286433672302551,0.00286433672302551,2.17235250405361,,0.3033569,0.2791279,0.5001169,0.5610323,0.9777904,0.7299092,0.807572,0.669291,0.2771119,0.1655653,0.5520218,0.1134532,0.079095,0.1245904,0.2284437,0.1651965,0.4114639,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.481,B19083_001E,ACS1
Indiana,2000,IN,278990.4,SAGDP9N,1,28075,3.05,IN,0.193773164503778,0.282871576266324,0.00282871576266324,0.152014401454077,-0.45717922,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Indiana,2001,IN,273884.4,SAGDP9N,1,28596,4.2417,IN,0.195711801291638,0.283868495160191,0.00283868495160191,0.160201246576499,-0.45443088,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Indiana,2002,IN,280723.0,SAGDP9N,1,28902,5.1917,IN,0.287880488113375,0.280438384731289,0.00280438384731289,0.207553834521616,-0.6487555,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Indiana,2003,IN,293045.2,SAGDP9N,1,29445,5.275,IN,0.347583451864597,0.285107647086882,0.00285107647086882,0.437918276396244,-0.4542538,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Indiana,2004,IN,303819.8,SAGDP9N,1,30657,5.4,IN,0.166173395105852,0.282442552657429,0.00282442552657429,0.255937551255759,-0.4983454,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Indiana,2005,IN,306344.6,SAGDP9N,1,31376,5.3917,IN,-0.0541770146302409,0.28717204331072,0.0028717204331072,-0.198282995759971,-0.22396094,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Indiana,2006,IN,312525.5,SAGDP9N,1,32905,5,IN,0.223779059104485,0.288780545286718,0.00288780545286718,0.0817406810281966,-0.24934939,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.432,B19083_001E,ACS1
Indiana,2007,IN,322661.7,SAGDP9N,1,33845,4.625,IN,0.1437267056652,0.284604041516869,0.00284604041516869,-0.147920058412453,-0.3508891,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.429,B19083_001E,ACS1
Indiana,2008,IN,322384.3,SAGDP9N,1,35270,5.9417,IN,-0.111196904474829,0.284503736325491,0.00284503736325491,-0.281200449881884,-0.24967326,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.437,B19083_001E,ACS1
Indiana,2009,IN,299789.0,SAGDP9N,1,34200,10.4333,IN,-0.101041654016092,0.286094823024111,0.00286094823024111,-0.260712760035286,-0.18158159,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.434,B19083_001E,ACS1
Indiana,2010,IN,320731.8,SAGDP9N,1,35590,10.0833,IN,-0.10068280118021,0.283096977363874,0.00283096977363874,-0.439657571729715,-0.11932529,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.44,B19083_001E,ACS1
Indiana,2011,IN,321532.8,SAGDP9N,1,37681,8.9083,IN,-0.0975271252491173,0.283040614544144,0.00283040614544144,-0.44799036981912,,,,,,,,,,,,,,,,,,,0,0,0,,0.4461,B19083_001E,ACS1
Indiana,2012,IN,323876.2,SAGDP9N,1,39148,8.225,IN,-1.42253486545059,0.28572839391461,0.0028572839391461,-0.849767552051938,,,,,,,,,,,,,,,,,,,0,0,0,,0.4417,B19083_001E,ACS1
Indiana,2013,IN,333207.4,SAGDP9N,1,39435,7.5,IN,-1.41534596015557,0.283572576513032,0.00283572576513032,-0.879156370596523,,,,,,,,,,,,,,,,,,,0,0,0,,0.4554,B19083_001E,ACS1
Indiana,2014,IN,343827.8,SAGDP9N,1,40719,5.95,IN,-1.66414021856807,0.28747767031894,0.0028747767031894,-0.886322969464632,,,,,,,,,,,,,,,,,,,0,0,0,,0.4455,B19083_001E,ACS1
Indiana,2015,IN,341205.2,SAGDP9N,1,42146,4.7833,IN,-1.66019734421976,0.283286935816432,0.00283286935816432,-0.886322969464632,,,,,,,,,,,,,,,,,,,0,0,0,,0.4519,B19083_001E,ACS1
Indiana,2016,IN,348439.2,SAGDP9N,1,43143,4.3667,IN,-1.60468877136266,0.28555401220642,0.0028555401220642,-0.770336199096471,,,,,,,,,,,,,,,,,,,0,0,0,,0.4527,B19083_001E,ACS1
Indiana,2017,IN,357535.8,SAGDP9N,1,44568,3.4917,IN,-1.47478486711944,0.280325734483097,0.00280325734483097,-0.541025248523516,,0.34935118,0.34313581,0.54489765,0.5252824,0.97637577,0.75391825,0.9130752,0.7294562,0.3179778,0.2607636,0.5676763,0.1296524,0.0947925,0.1146068,0.184707,0.1215896,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4497,B19083_001E,ACS1
Indiana,2018,IN,368762.9,SAGDP9N,1,46555,3.4333,IN,-1.58539120925519,0.287675959209995,0.00287675959209995,-0.801106386595872,,,,,,,,,,,,,,,,,,,0,0,0,,0.4511,B19083_001E,ACS1
Indiana,2019,IN,370507.2,SAGDP9N,1,48270,3.3083,IN,-1.5560401833242,0.28322418739442,0.0028322418739442,-0.571795436022918,,0.34022085,0.32731028,0.50616598,0.55286978,0.95992703,0.71382479,0.83061006,0.68561716,0.27970098,0.19854521,0.48677076,0.1036507,0.05770026,0.09599642,0.18336101,0.15799587,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4584,B19083_001E,ACS1
Indiana,2020,IN,359787.3,SAGDP9N,1,51736,7.35,IN,-1.7618999546587,0.286244803833986,0.00286244803833986,-0.591296722266832,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Indiana,2021,IN,387122.0,SAGDP9N,1,57254,3.9167,IN,-1.6813055840407,0.279554400175626,0.00279554400175626,-0.361985771693878,,0.27577933,0.29415511,0.52161211,0.52183255,0.98686974,0.7171472,0.83331594,0.69529293,0.29428383,0.21228987,0.62180048,0.1051025,0.08071895,0.0830913,0.1728152,0.17778404,0.40701163,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.448,B19083_001E,ACS1
Indiana,2022,IN,399280.8,SAGDP9N,1,58867,3.0667,IN,-1.44668887380285,0.284520428521864,0.00284520428521864,-0.349908298330022,,,,,,,,,,,,,,,,,,,0,0,0,,0.4561,B19083_001E,ACS1
Indiana,2023,IN,404290.3,SAGDP9N,1,61083,3.3417,IN,-1.45008103950263,0.279413273608227,0.00279413273608227,-0.349908298330022,,0.3311045,0.2747553,0.4921511,0.5537536,0.9697555,0.7099258,0.7817834,0.6586375,0.2623498,0.1798266,0.4848908,0.091741,0.0425772,0.0763925,0.226217,0.1790207,0.4819412,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4536,B19083_001E,ACS1
Iowa,2000,IA,129323.4,SAGDP9N,1,27341,2.6833,IA,0.803701925050113,0.281300836883036,0.00281300836883036,0.484611003042043,1.0548084,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Iowa,2001,IA,128077.5,SAGDP9N,1,28145,3.325,IA,0.811696508679354,0.282699896886033,0.00282699896886033,0.514828070262529,0.94996554,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Iowa,2002,IA,131035.2,SAGDP9N,1,28804,4,IA,1.08675398739376,0.283063775599711,0.00283063775599711,0.731409693567762,0.7631562,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Iowa,2003,IA,137476.9,SAGDP9N,1,29344,4.45,IA,1.08516454101314,0.284731293391306,0.00284731293391306,0.739300661037114,0.775194,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Iowa,2004,IA,149063.2,SAGDP9N,1,31615,4.525,IA,1.17744592623795,0.286230587388118,0.00286230587388118,0.819556411092744,0.62226737,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Iowa,2005,IA,153626.8,SAGDP9N,1,32411,4.2917,IA,1.20683871302216,0.281747643120071,0.00281747643120071,0.933144017763442,1.016365,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Iowa,2006,IA,155704.5,SAGDP9N,1,34197,3.7,IA,1.09208592267496,0.281722763907559,0.00281722763907559,0.561872868992143,1.387748,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.424,B19083_001E,ACS1
Iowa,2007,IA,162838.1,SAGDP9N,1,36366,3.7167,IA,1.22961789785449,0.283965094737733,0.00283965094737733,1.00660791113733,1.1548764,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.426,B19083_001E,ACS1
Iowa,2008,IA,160469.1,SAGDP9N,1,38490,4.1833,IA,1.37258095454962,0.281899640358621,0.00281899640358621,1.01913772342084,0.90205324,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.428,B19083_001E,ACS1
Iowa,2009,IA,156737.2,SAGDP9N,1,37246,6.4,IA,1.35571447033189,0.284301973847354,0.00284301973847354,0.985361121028415,1.0169079,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.431,B19083_001E,ACS1
Iowa,2010,IA,161593.1,SAGDP9N,1,38190,6.1167,IA,1.2849139388462,0.28559479843083,0.0028559479843083,1.04391878298166,0.97393554,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.427,B19083_001E,ACS1
Iowa,2011,IA,164559.3,SAGDP9N,1,40879,5.65,IA,1.26567404442473,0.282762393248707,0.00282762393248707,0.915425038931273,,,,,,,,,,,,,,,,,,,0,0,0,,0.434,B19083_001E,ACS1
Iowa,2012,IA,170923.7,SAGDP9N,1,42539,5.0583,IA,1.07439698193558,0.283645032848943,0.00283645032848943,1.00851145749914,,,,,,,,,,,,,,,,,,,0,0,0,,0.4328,B19083_001E,ACS1
Iowa,2013,IA,171069.1,SAGDP9N,1,43009,4.725,IA,1.06369850822421,0.284876641254558,0.00284876641254558,1.00288211760187,,,,,,,,,,,,,,,,,,,0,0,0,,0.4429,B19083_001E,ACS1
Iowa,2014,IA,180309.9,SAGDP9N,1,44120,4.225,IA,1.10183833075925,0.288466673345955,0.00288466673345955,1.06631277730238,,,,,,,,,,,,,,,,,,,0,0,0,,0.4433,B19083_001E,ACS1
Iowa,2015,IA,185989.2,SAGDP9N,1,45442,3.6917,IA,1.1034617712877,0.284757625170947,0.00284757625170947,1.06631277730238,,,,,,,,,,,,,,,,,,,0,0,0,,0.4393,B19083_001E,ACS1
Iowa,2016,IA,186729.9,SAGDP9N,1,45669,3.575,IA,0.956313345577806,0.283603812048295,0.00283603812048295,1.10965657495731,,,,,,,,,,,,,,,,,,,0,0,0,,0.4451,B19083_001E,ACS1
Iowa,2017,IA,187125.0,SAGDP9N,1,46767,3.0583,IA,0.817659217169743,0.281661975965552,0.00281661975965552,0.880345624384357,,0.41530143,0.36337666,0.53525509,0.56688778,0.98082909,0.77646143,0.9048751,0.7371912,0.3321877,0.2440435,0.4142083,0.1681613,0.0684564,0.1341312,0.2487875,0.1551503,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4381,B19083_001E,ACS1
Iowa,2018,IA,189245.1,SAGDP9N,1,48773,2.575,IA,0.859664817521324,0.283517710813593,0.00283517710813593,1.17904081588932,,,,,,,,,,,,,,,,,,,0,0,0,,0.4413,B19083_001E,ACS1
Iowa,2019,IA,188471.4,SAGDP9N,1,49674,2.6583,IA,0.782058386734067,0.284157602000005,0.00284157602000005,0.949729865316363,,0.33122758,0.31785856,0.53522066,0.56607054,0.97912057,0.73227105,0.91236085,0.66621188,0.28634098,0.17673944,0.56107153,0.12392003,0.06437068,0.1164171,0.22415909,0.14086313,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4422,B19083_001E,ACS1
Iowa,2020,IA,186328.2,SAGDP9N,1,52621,5.2,IA,1.08987717831705,0.283748275155028,0.00283748275155028,1.46689217909395,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Iowa,2021,IA,201147.1,SAGDP9N,1,58195,3.85,IA,1.09058494371077,0.280260947964232,0.00280260947964232,1.46689217909395,,0.29927423,0.28692344,0.58219576,0.60267107,0.95300226,0.75655015,0.88578956,0.72493729,0.34442465,0.2652652,0.55132486,0.11555719,0.08355186,0.11488531,0.19970883,0.17919618,0.44953143,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4489,B19083_001E,ACS1
Iowa,2022,IA,201580.4,SAGDP9N,1,61515,2.8083,IA,0.36026076505325,0.281368501597604,0.00281368501597604,1.06862754867707,,,,,,,,,,,,,,,,,,,0,0,0,,0.4514,B19083_001E,ACS1
Iowa,2023,IA,202051.4,SAGDP9N,1,62557,2.9583,IA,0.381288363781356,0.284645203642658,0.00284645203642658,1.18328302396355,,0.354776,0.2619836,0.5010436,0.6331382,0.9705474,0.7466364,0.8148581,0.6545656,0.3333996,0.1852262,0.5177952,0.0826348,0.0770676,0.1027764,0.1943748,0.1997588,0.4640196,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4464,B19083_001E,ACS1
Kansas,2000,KS,118840.9,SAGDP9N,1,28166,3.775,KS,-0.137488734800043,0.281219227907892,0.00281219227907892,-0.631463210224281,0.5324404,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kansas,2001,KS,119474.1,SAGDP9N,1,29047,4.2667,KS,-0.13595468721127,0.285889284117673,0.00285889284117673,-0.645930540171508,0.8539755,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kansas,2002,KS,121050.5,SAGDP9N,1,29218,5.0833,KS,0.277461626248278,0.287197678506345,0.00287197678506345,-0.337308461975336,1.0807765,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kansas,2003,KS,123486.7,SAGDP9N,1,30029,5.55,KS,0.278984353649071,0.286029042299611,0.00286029042299611,-0.345537131023584,0.6827404,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kansas,2004,KS,124793.2,SAGDP9N,1,30748,5.5083,KS,0.105192409356235,0.284827986435024,0.00284827986435024,-0.36359192084428,0.59226674,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kansas,2005,KS,129588.2,SAGDP9N,1,32340,5.0667,KS,0.100391520819137,0.283927153517909,0.00283927153517909,-0.361676422232735,0.83708924,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kansas,2006,KS,136135.8,SAGDP9N,1,35411,4.425,KS,0.127135935328253,0.285860806962989,0.00285860806962989,-0.453201407241774,-0.007862959,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.441,B19083_001E,ACS1
Kansas,2007,KS,143586.6,SAGDP9N,1,37748,4.2333,KS,0.120424646069158,0.283850810564074,0.00283850810564074,-0.456677015925096,-0.0017861257,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.444,B19083_001E,ACS1
Kansas,2008,KS,147265.0,SAGDP9N,1,41060,4.6083,KS,-0.00418995416141838,0.286780745935465,0.00286780745935465,-0.345787065129592,0.018705947,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.442,B19083_001E,ACS1
Kansas,2009,KS,141902.5,SAGDP9N,1,39382,6.8917,KS,0.0130533010280074,0.283115658384918,0.00283115658384918,-0.333872252909179,0.50514984,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.444,B19083_001E,ACS1
Kansas,2010,KS,143870.1,SAGDP9N,1,39821,6.9333,KS,0.12489032707571,0.285670734310961,0.00285670734310961,0.132616485558899,0.5708638,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,0.445,B19083_001E,ACS1
Kansas,2011,KS,147836.8,SAGDP9N,1,42889,6.3833,KS,-0.0891168698497244,0.284223394776641,0.00284223394776641,-0.331031695086736,,,,,,,,,,,,,,,,,,,0,0,0,,0.4442,B19083_001E,ACS1
Kansas,2012,KS,150077.1,SAGDP9N,1,44913,5.7167,KS,-0.309027542224241,0.286319128221016,0.00286319128221016,-0.569300135198436,,,,,,,,,,,,,,,,,,,0,0,0,,0.4496,B19083_001E,ACS1
Kansas,2013,KS,150702.9,SAGDP9N,1,45669,5.3,KS,-0.316404688911748,0.280798195941888,0.00280798195941888,-0.5302625335745,,,,,,,,,,,,,,,,,,,0,0,0,,0.4589,B19083_001E,ACS1
Kansas,2014,KS,154110.1,SAGDP9N,1,46289,4.5083,KS,-0.407575802989198,0.276010440502208,0.00276010440502208,-0.642650154791242,,,,,,,,,,,,,,,,,,,0,0,0,,0.4597,B19083_001E,ACS1
Kansas,2015,KS,158602.6,SAGDP9N,1,46597,4.15,KS,-0.400450649572868,0.282083411880037,0.00282083411880037,-0.642650154791242,,,,,,,,,,,,,,,,,,,0,0,0,,0.4596,B19083_001E,ACS1
Kansas,2016,KS,164643.7,SAGDP9N,1,46717,4.0167,KS,0.116813800758423,0.282179966459127,0.00282179966459127,-0.310165322644728,,,,,,,,,,,,,,,,,,,0,0,0,,0.455,B19083_001E,ACS1
Kansas,2017,KS,166273.6,SAGDP9N,1,48271,3.6167,KS,0.252744471766229,0.283766324605339,0.00283766324605339,-0.0808543720717738,,0.36546181,0.32464407,0.65116849,0.54075753,0.98842573,0.78218894,0.8805324,0.7220609,0.306469,0.1985297,0.5191072,0.1329367,0.0979184,0.1188654,0.2451161,0.1623082,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4539,B19083_001E,ACS1
Kansas,2018,KS,169796.9,SAGDP9N,1,50282,3.3583,KS,0.177484088042923,0.285636042426523,0.00285636042426523,-0.351429187020838,,,,,,,,,,,,,,,,,,,0,0,0,,0.4633,B19083_001E,ACS1
Kansas,2019,KS,169562.3,SAGDP9N,1,52156,3.1583,KS,0.182283056802415,0.283962249997371,0.00283962249997371,-0.274992203496519,,0.33986693,0.35309939,0.59855519,0.58613764,0.97907038,0.74988763,0.86937294,0.68141223,0.26728222,0.20099732,0.51560791,0.13176145,0.08254519,0.11400486,0.20680385,0.18984339,,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.45,B19083_001E,ACS1
Kansas,2020,KS,168056.8,SAGDP9N,1,55100,5.8167,KS,0.240507502252275,0.284253860253389,0.00284253860253389,0.136645476131359,,,,,,,,,,,,,,,,,,,0,0,0,,,,
Kansas,2021,KS,172782.4,SAGDP9N,1,59013,3.35,KS,0.23743117182105,0.281471902219367,0.00281471902219367,0.136645476131359,,0.31538896,0.33411679,0.5400723,0.57602773,0.96439248,0.65929601,0.80951458,0.74228159,0.31008896,0.21729258,0.51893969,0.11878411,0.10217134,0.08352137,0.15469158,0.19021949,0.39275762,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4599,B19083_001E,ACS1
Kansas,2022,KS,177470.1,SAGDP9N,1,62313,2.625,KS,0.229097289661731,0.28162811437307,0.0028162811437307,0.199641250217432,,,,,,,,,,,,,,,,,,,0,0,0,,0.4632,B19083_001E,ACS1
Kansas,2023,KS,183795.6,SAGDP9N,1,65869,2.65,KS,0.227749829055482,0.28683978267613,0.0028683978267613,0.199641250217432,,0.3958573,0.3447054,0.5436128,0.5839795,0.9670317,0.7097895,0.8432988,0.6747369,0.2718151,0.1441977,0.5756234,0.1179036,0.0686941,0.1197777,0.205605,0.2418024,0.4586012,0,1,1,CPS CEV observed state rates; separate modern indicators; not spliced to Hawes index,0.4518,B19083_001E,ACS1
Kentucky,2000,KY,161101.0,SAGDP9N,1,24815,4.1417,KY,0.300903351032366,0.282935025919244,0.00282935025919244,-0.814705726089616,-0.5966758,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kentucky,2001,KY,161316.4,SAGDP9N,1,25564,5.2083,KY,0.3097305830721,0.283475962752504,0.00283475962752504,-0.793603730460763,-0.58833456,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kentucky,2002,KY,165435.3,SAGDP9N,1,26053,5.7917,KY,0.00337074263018416,0.283529885441203,0.00283529885441203,-0.994476533442371,-0.7146099,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
Kentucky,2003,KY,170481.9,SAGDP9N,1,26661,6.1917,KY,0.0106199787889394,0.286069269763582,0.00286069269763582,-0.962218531667578,-0.70715386,,,,,,,,,,,,,,,,,,1,0,1,Hawes/Compton 3-year moving-average social-capital index; contiguous 48 states,,,
