state,state_abbr,S_year,E_year,S,ln_gdppc,activity,ln_density
Rhode Island,RI,2006,2004,0.39447346,10.846073439443312,66.3,6.946357188573126
Rhode Island,RI,2007,2005,0.54304516,10.865358305426811,67.3,6.940137317366117
Rhode Island,RI,2008,2006,0.6219376,10.896889400025414,68.3,6.935613637330927
Rhode Island,RI,2009,2007,0.7151378,10.881481917559851,68.3,6.93016090734272
Rhode Island,RI,2010,2008,0.72802395,10.861128403345885,67.9,6.927971842132596
South Carolina,SC,2002,2000,-0.73030216,10.602279985705552,65.0,4.896749309717558
South Carolina,SC,2003,2001,-0.4762038,10.598093080590248,63.3,4.9068299739473
South Carolina,SC,2004,2002,-0.7722584,10.614854729771256,62.8,4.917303849152701
South Carolina,SC,2005,2003,-0.8581421,10.645185792277424,63.5,4.927597358907507
South Carolina,SC,2006,2004,-1.2635895,10.647180227390818,64.0,4.942098849574939
South Carolina,SC,2007,2005,-1.1575766,10.66705315770916,63.7,4.956066416389735
South Carolina,SC,2008,2006,-1.0429605,10.668948345092712,64.7,4.97639558901908
South Carolina,SC,2009,2007,-0.76273125,10.68086694919526,63.6,4.995997084906876
South Carolina,SC,2010,2008,-0.71755505,10.657336086274464,62.6,5.014917742337096
South Dakota,SD,2002,2000,0.33992302,10.657306982648878,72.5,2.299609921033661
South Dakota,SD,2003,2001,1.4289767,10.66292685151716,72.9,2.302421360999518
South Dakota,SD,2004,2002,0.34824976,10.75944308677413,73.1,2.305119664077
South Dakota,SD,2005,2003,0.18891394,10.764750400865063,73.3,2.3099879295528427
South Dakota,SD,2006,2004,-0.49091515,10.796051331923579,73.2,2.318679583715845
South Dakota,SD,2007,2005,0.096934326,10.834014443688925,73.0,2.3252738714947006
South Dakota,SD,2008,2006,-0.24906372,10.84025471028066,72.6,2.334949756049976
South Dakota,SD,2009,2007,0.11068696,10.870635417536338,72.2,2.345860183738046
South Dakota,SD,2010,2008,-0.055419225,10.899650406144096,71.8,2.355291043070827
Tennessee,TN,2002,2000,-1.3844692,10.692210111368539,65.3,4.929647277441081
Tennessee,TN,2003,2001,-1.2007211,10.681123958938985,64.9,4.937865922004313
Tennessee,TN,2004,2002,-1.0269367,10.705661106023499,65.2,4.94568273588749
Tennessee,TN,2005,2003,-1.012485,10.731141420909339,64.7,4.954596433405104
Tennessee,TN,2006,2004,-0.96310824,10.771333055819733,63.8,4.965311567899907
Tennessee,TN,2007,2005,-1.0801438,10.784136576361048,62.8,4.978796716545129
Tennessee,TN,2008,2006,-1.0830741,10.790547724694665,64.2,4.994974293149524
Tennessee,TN,2009,2007,-0.94357014,10.773492992848396,63.9,5.0091554675947965
Tennessee,TN,2010,2008,-0.9268923,10.774448187084571,63.5,5.020695997144415
Texas,TX,2002,2000,-0.77420306,10.763488122575154,68.4,4.384085240496355
Texas,TX,2003,2001,-0.85452443,10.776192050293425,68.0,4.40183707548269
Texas,TX,2004,2002,-0.92546904,10.780346880029564,68.0,4.419075514763423
Texas,TX,2005,2003,-1.2610483,10.773882004347147,67.9,4.434656626648456
Texas,TX,2006,2004,-1.3473037,10.81214716826739,67.3,4.4510032990716635
Texas,TX,2007,2005,-1.1911932,10.823727737024784,67.3,4.468009763958263
Texas,TX,2008,2006,-0.9975087,10.867564461286431,66.7,4.493216384519705
Texas,TX,2009,2007,-1.0519857,10.898215877296037,65.8,4.513237708257473
Texas,TX,2010,2008,-1.0202223,10.877125014666472,65.9,4.533057462662847
Utah,UT,2002,2000,-0.24790029,10.69083463574804,72.0,3.3049345140508284
Utah,UT,2003,2001,-0.15326557,10.689561982771698,71.7,3.322254346666465
Utah,UT,2004,2002,-0.51329786,10.697173474979206,71.3,3.3400913097253175
Utah,UT,2005,2003,-0.3103042,10.701367969823101,70.9,3.355170511944414
Utah,UT,2006,2004,-0.55816495,10.744027480097248,71.2,3.372577697825228
Utah,UT,2007,2005,-0.3999992,10.782845352443994,71.9,3.3956845277672274
Utah,UT,2008,2006,-0.27435744,10.82973878079594,72.4,3.4228926783948226
Utah,UT,2009,2007,0.25611335,10.849455785956302,72.6,3.451094989699704
Utah,UT,2010,2008,0.31721333,10.82361204092554,71.5,3.4759150404905363
Vermont,VT,2002,2000,0.76866895,10.615318451583471,70.5,4.191734294292618
Vermont,VT,2003,2001,0.68329537,10.64419653256297,70.6,4.195998358024412
Vermont,VT,2004,2002,1.0704141,10.671174589556484,71.0,4.201242471649981
Vermont,VT,2005,2003,1.4453294,10.705185468071026,70.9,4.205160420389997
Vermont,VT,2006,2004,1.6511856,10.752843467332905,70.5,4.208492200252751
Vermont,VT,2007,2005,1.7123901,10.76084729290827,70.5,4.210579000592679
Vermont,VT,2008,2006,1.8957534,10.762842715084533,71.1,4.213274911821688
Vermont,VT,2009,2007,2.3227134,10.757663734779943,70.4,4.214220054317306
Vermont,VT,2010,2008,2.4001427,10.785919880072708,70.2,4.215294089071796
Virginia,VA,2002,2000,0.28804556,10.868189632819037,68.1,5.192821511281665
Virginia,VA,2003,2001,-0.018298075,10.89089055772699,68.4,5.2057612670392865
Virginia,VA,2004,2002,-0.17845981,10.888448853261986,68.4,5.217982277138631
Virginia,VA,2005,2003,-0.08923396,10.913454450887125,68.2,5.228915212564453
Virginia,VA,2006,2004,0.19790821,10.94051368292016,67.7,5.243548806294573
Virginia,VA,2007,2005,0.37618557,10.974136428675306,68.2,5.257038967479879
Virginia,VA,2008,2006,0.4551885,10.982003662787143,68.6,5.269709922794004
Virginia,VA,2009,2007,0.6415911,10.985860886147455,68.9,5.279729634198702
Virginia,VA,2010,2008,0.65172833,10.984986377240006,69.6,5.290316665123169
Washington,WA,2002,2000,0.28917387,10.917483294608694,68.6,4.487960967942701
Washington,WA,2003,2001,0.37622198,10.879991234226132,67.5,4.5006054741061465
Washington,WA,2004,2002,0.62397105,10.881789242832017,67.2,4.5116749686018
Washington,WA,2005,2003,1.128882,10.890723460666806,67.3,4.520191641360914
Washington,WA,2006,2004,1.1850698,10.902127114476786,67.4,4.532327499217514
Washington,WA,2007,2005,1.1739464,10.955645055140263,67.8,4.5449780886847355
Washington,WA,2008,2006,1.141642,10.975321169293046,67.7,4.562946180410227
Washington,WA,2009,2007,1.6215855,11.018794274454951,67.8,4.577103460709706
Washington,WA,2010,2008,1.6486219,11.020618461640497,67.9,4.592559144052801
West Virginia,WV,2002,2000,-0.23236248,10.46498099183755,55.8,4.31966790058974
West Virginia,WV,2003,2001,-0.11195022,10.471756500291315,55.7,4.316597371958934
West Virginia,WV,2004,2002,0.088106915,10.483098650015638,55.6,4.31877819594121
West Virginia,WV,2005,2003,0.31319603,10.489190279519413,55.0,4.322582265476863
West Virginia,WV,2006,2004,0.18895806,10.501707647394332,54.8,4.324865708100044
West Virginia,WV,2007,2005,0.21075204,10.526519557257558,55.1,4.327095061801676
West Virginia,WV,2008,2006,0.1836944,10.537237125163555,55.5,4.331162599404549
West Virginia,WV,2009,2007,0.32905352,10.5407411512247,55.3,4.334515994333512
West Virginia,WV,2010,2008,0.33298165,10.56003340534554,55.2,4.337922303266019
Wisconsin,WI,2002,2000,0.62343127,10.741915496875052,73.0,4.597253165019068
Wisconsin,WI,2003,2001,0.6498287,10.753250807774105,73.1,4.603344734843382
Wisconsin,WI,2004,2002,0.69062966,10.765859053097842,72.4,4.610408348915373
Wisconsin,WI,2005,2003,0.5993298,10.789335839321167,72.4,4.616640493333511
Wisconsin,WI,2006,2004,0.23054072,10.818729861827347,71.4,4.622975868767626
Wisconsin,WI,2007,2005,0.22762835,10.836788423278598,70.7,4.628787719134714
Wisconsin,WI,2008,2006,0.17515145,10.848979728554601,70.9,4.634449278073923
Wisconsin,WI,2009,2007,0.40498197,10.852447910764807,70.8,4.640369697067777
Wisconsin,WI,2010,2008,0.40275285,10.834401922392521,70.6,4.645741486570373
Wyoming,WY,2002,2000,0.30973855,10.893812845578056,71.3,1.6275170952434843
Wyoming,WY,2003,2001,0.2723021,10.955853153843515,71.6,1.628239068019868
Wyoming,WY,2004,2002,0.42883873,10.964755036918502,71.1,1.6390165727747756
Wyoming,WY,2005,2003,0.6518687,10.98875004222851,71.3,1.645864836158143
Wyoming,WY,2006,2004,0.48741007,11.009722688885455,71.1,1.657030721273243
Wyoming,WY,2007,2005,0.37308255,11.053085951359709,71.5,1.6669031412169713
Wyoming,WY,2008,2006,0.2031724,11.158132221351046,71.9,1.683319024927713
Wyoming,WY,2009,2007,0.33668303,11.209897797141656,71.9,1.7064094192615038
Wyoming,WY,2010,2008,0.31401068,11.241902892511558,71.8,1.7270722021532512
