state,state_abbr,year,resident_population,real_gdp_millions_chained_2017_dollars,real_gdp_per_capita_chained_2017_dollars,gini_index,activity_rate_percent,land_area_sqmi_2020,population_density_per_sqmi
Alabama,AL,2000,4452173,168695.3,37890.553669,,63.6,50647.128506695175,87.90573387416141
Alabama,AL,2001,4467634,168448.3,37704.140491,,62.7,50647.128506695175,88.21100290827765
Alabama,AL,2002,4480089,172430.4,38488.163963,,62.1,50647.128506695175,88.45692010767729
Alabama,AL,2003,4503491,178040.0,39533.775020,,62.2,50647.128506695175,88.9189798668383
Alabama,AL,2004,4530729,189913.7,41916.808531,,62.1,50647.128506695175,89.45677935919055
Alabama,AL,2005,4569805,197246.5,43163.001485,,61.5,50647.128506695175,90.22831372159442
Alabama,AL,2006,4628981,199923.9,43189.613438,0.472,61.5,50647.128506695175,91.3967116494686
Alabama,AL,2007,4672840,202025.5,43233.986184,0.471,61.2,50647.128506695175,92.2626837448896
Alabama,AL,2008,4718206,200967.4,42594.028323,0.467,60.5,50647.128506695175,93.1584107354929
Alabama,AL,2009,4757938,194192.1,40814.340162,0.471,59.1,50647.128506695175,93.94289746102854
Alabama,AL,2010,4788095,199455.0,41656.441654,0.472,59.8,50647.128506695175,94.53833102042596
Alabama,AL,2011,4812576,201372.8,41843.037907,0.4735,59.4,50647.128506695175,95.021695047604
Alabama,AL,2012,4839947,203675.5,42082.175693,0.4726,58.3,50647.128506695175,95.5621205526034
Alabama,AL,2013,4865253,206962.9,42538.979987,0.4752,57.7,50647.128506695175,96.0617737559761
Alabama,AL,2014,4887757,206070.0,42160.442919,0.4758,56.9,50647.128506695175,96.5061029936549
Alabama,AL,2015,4909177,208950.3,42563.203568,0.4811,56.7,50647.128506695175,96.9290292410367
Alabama,AL,2016,4931579,212862.8,43163.214054,0.4847,57.0,50647.128506695175,97.37134454420416
Alabama,AL,2017,4953096,216615.5,43733.353846,0.4768,56.9,50647.128506695175,97.79618600381733
Alabama,AL,2018,4977088,220808.8,44365.058444,0.4859,57.3,50647.128506695175,98.26989499201451
Alabama,AL,2019,5003778,225272.8,45020.542478,0.4741,57.7,50647.128506695175,98.79687452248233
Alabama,AL,2020,5031864,222288.8,44176.233698,,57.2,50647.128506695175,99.35141731351708
Alabama,AL,2021,5050380,233726.6,46279.012668,0.4823,56.4,50647.128506695175,99.71700566069362
Alabama,AL,2022,5073903,238556.5,47016.369844,0.4851,56.7,50647.128506695175,100.18145449902984
Alabama,AL,2023,5108468,245354.7,48029.017702,0.4771,57.1,50647.128506695175,100.86392162044682
Alaska,AK,2000,627963,38428.1,61194.847467,,73.3,571022.3549042225,1.0997170156417573
Alaska,AK,2001,633714,40014.4,63142.679505,,72.6,571022.3549042225,1.109788425194479
Alaska,AK,2002,642337,41904.7,65237.873577,,72.4,571022.3549042225,1.1248894101663307
Alaska,AK,2003,648414,41235.0,63593.629996,,72.3,571022.3549042225,1.1355317255639814
Alaska,AK,2004,659286,42880.1,65040.210167,,71.6,571022.3549042225,1.1545712603678746
Alaska,AK,2005,666946,44406.8,66582.302015,,71.6,571022.3549042225,1.1679857964787854
Alaska,AK,2006,675302,47546.2,70407.314061,0.417,71.1,571022.3549042225,1.1826191990561703
Alaska,AK,2007,680300,50126.7,73683.227988,0.409,70.6,571022.3549042225,1.1913719211818012
Alaska,AK,2008,687455,49926.6,72625.262744,0.403,70.8,571022.3549042225,1.2039020786065489
Alaska,AK,2009,698895,54951.9,78626.832357,0.402,70.1,571022.3549042225,1.2239363205267604
Alaska,AK,2010,714015,53652.0,75141.278545,0.422,69.6,571022.3549042225,1.2504151437639628
Alaska,AK,2011,722513,54045.5,74802.114287,0.4099,68.8,571022.3549042225,1.2652972231204276
Alaska,AK,2012,731106,57087.4,78083.615782,0.4232,68.0,571022.3549042225,1.2803456707445864
Alaska,AK,2013,738054,54627.6,74015.722427,0.4083,67.5,571022.3549042225,1.292513320470253
Alaska,AK,2014,737634,53303.3,72262.531282,0.4175,67.4,571022.3549042225,1.291777797602553
Alaska,AK,2015,739120,53681.1,72628.395930,0.4322,66.7,571022.3549042225,1.2943801475582728
Alaska,AK,2016,743397,53463.9,71918.369324,0.4081,66.2,571022.3549042225,1.301870222094352
Alaska,AK,2017,741937,53550.9,72177.152508,0.4241,66.0,571022.3549042225,1.2993134045066326
Alaska,AK,2018,737710,52479.6,71138.523268,0.4322,65.0,571022.3549042225,1.2919108922167084
Alaska,AK,2019,734820,52377.5,71279.360932,0.4376,64.6,571022.3549042225,1.2868497943889623
Alaska,AK,2020,732964,50332.8,68670.221184,,63.5,571022.3549042225,1.2835994838116975
Alaska,AK,2021,734923,51454.1,70012.912917,0.4392,64.3,571022.3549042225,1.2870301726160414
Alaska,AK,2022,733276,50767.1,69233.276420,0.4278,64.8,571022.3549042225,1.2841458722277033
Alaska,AK,2023,733406,54059.7,73710.468690,0.4492,65.0,571022.3549042225,1.2843735340677056
Arizona,AZ,2000,5160586,224729.3,43547.244441,,65.3,113653.41412197155,45.40634383813334
Arizona,AZ,2001,5273477,230885.6,43782.422868,,65.7,113653.41412197155,46.39963560039264
Arizona,AZ,2002,5396255,238257.1,44152.305627,,66.1,113653.41412197155,47.47991990991841
Arizona,AZ,2003,5510364,253743.1,46048.337279,,65.5,113653.41412197155,48.48392846418445
Arizona,AZ,2004,5652404,264990.0,46880.937739,,65.0,113653.41412197155,49.73369294418119
Arizona,AZ,2005,5839077,283806.2,48604.633917,,64.4,113653.41412197155,51.37616890006989
Arizona,AZ,2006,6029141,296424.4,49165.279100,0.454,64.4,113653.41412197155,53.04848117918916
Arizona,AZ,2007,6167681,306611.6,49712.622945,0.448,63.7,113653.41412197155,54.26745027985621
Arizona,AZ,2008,6280362,302277.9,48130.649157,0.453,63.9,113653.41412197155,55.25889431935574
Arizona,AZ,2009,6343154,277412.4,43734.142353,0.451,63.8,113653.41412197155,55.81138102188992
Arizona,AZ,2010,6401304,282252.5,44092.969183,0.455,62.8,113653.41412197155,56.323024252753136
Arizona,AZ,2011,6443158,290411.3,45072.819881,0.46,61.5,113653.41412197155,56.69128419745733
Arizona,AZ,2012,6501800,297077.3,45691.546956,0.4608,60.6,113653.41412197155,57.20725637878631
Arizona,AZ,2013,6555926,298859.9,45586.222297,0.4681,59.9,113653.41412197155,57.68349372210019
Arizona,AZ,2014,6629890,301721.2,45509.231677,0.4676,59.9,113653.41412197155,58.33427927545473
Arizona,AZ,2015,6705607,308582.8,46018.622923,0.4702,60.1,113653.41412197155,59.00048891451354
Arizona,AZ,2016,6793278,319008.4,46959.420769,0.4713,60.2,113653.41412197155,59.77187797200294
Arizona,AZ,2017,6872380,333099.0,48469.234821,0.4668,60.6,113653.41412197155,60.467871142213454
Arizona,AZ,2018,6964300,346398.3,49739.141048,0.4613,61.2,113653.41412197155,61.276645790209095
Arizona,AZ,2019,7067695,359576.7,50876.091852,0.4591,62.0,113653.41412197155,62.18638528900706
Arizona,AZ,2020,7186683,365027.7,50792.236140,,61.4,113653.41412197155,63.23332260205868
Arizona,AZ,2021,7272487,395035.9,54319.230822,0.4629,61.3,113653.41412197155,63.98828452434565
Arizona,AZ,2022,7365684,410228.4,55694.542421,0.4665,61.5,113653.41412197155,64.80829508645671
Arizona,AZ,2023,7431344,422399.6,56840.270078,0.465,62.0,113653.41412197155,65.38601640268162
Arkansas,AR,2000,2678588,95509.8,35656.771403,,62.2,51992.8450495977,51.51839637636306
Arkansas,AR,2001,2691571,95528.7,35491.800142,,61.9,51992.8450495977,51.76810381183067
Arkansas,AR,2002,2705927,98556.6,36422.490333,,62.2,51992.8450495977,52.04421872699458
Arkansas,AR,2003,2724816,102948.0,37781.633696,,62.0,51992.8450495977,52.40751871532915
Arkansas,AR,2004,2749686,108581.8,39488.799812,,62.4,51992.8450495977,52.88585376270491
Arkansas,AR,2005,2781097,112451.1,40434.080509,,63.1,51992.8450495977,53.48999458188948
Arkansas,AR,2006,2821761,114890.4,40715.850846,0.46,62.7,51992.8450495977,54.27210219614312
Arkansas,AR,2007,2848650,114026.7,40028.329209,0.462,62.3,51992.8450495977,54.78926950972924
Arkansas,AR,2008,2874554,113628.0,39528.914746,0.459,62.0,51992.8450495977,55.28749190889376
Arkansas,AR,2009,2896843,109833.1,37914.757548,0.461,61.4,51992.8450495977,55.71618551046024
Arkansas,AR,2010,2921546,113000.9,38678.459966,0.458,60.6,51992.8450495977,56.19130857742138
Arkansas,AR,2011,2938773,115241.8,39214.257107,0.4684,60.3,51992.8450495977,56.52264262893494
Arkansas,AR,2012,2948793,116616.2,39547.096049,0.4632,59.6,51992.8450495977,56.71536145381251
Arkansas,AR,2013,2954563,119842.8,40561.937586,0.4685,58.6,51992.8450495977,56.82633826215019
Arkansas,AR,2014,2961050,121409.4,41002.144510,0.4714,58.1,51992.8450495977,56.95110542951355
Arkansas,AR,2015,2970210,121532.5,40917.140539,0.4773,58.3,51992.8450495977,57.12728351692657
Arkansas,AR,2016,2980475,123034.9,41280.299281,0.4719,58.1,51992.8450495977,57.324714528639966
Arkansas,AR,2017,2990702,123882.6,41422.582390,0.4725,58.0,51992.8450495977,57.52141467055842
Arkansas,AR,2018,2997195,126371.2,42163.155884,0.4845,57.9,51992.8450495977,57.64629723841571
Arkansas,AR,2019,3004206,127220.0,42347.295758,0.475,58.1,51992.8450495977,57.78114271558304
Arkansas,AR,2020,3014348,128340.9,42576.669980,,57.4,51992.8450495977,57.9762080171707
Arkansas,AR,2021,3028443,137463.6,45390.849357,0.4751,56.5,51992.8450495977,58.24730301084828
Arkansas,AR,2022,3046404,139560.7,45811.619207,0.4799,57.4,51992.8450495977,58.59275438945367
Arkansas,AR,2023,3067732,142860.6,46568.800664,0.474,57.8,51992.8450495977,59.0029646785743
California,CA,2000,33987977,1784320.6,52498.582072,,67.1,155858.32013168262,218.06969927100465
California,CA,2001,34479458,1784567.7,51757.417416,,67.1,155858.32013168262,221.22308241785723
California,CA,2002,34871843,1821509.5,52234.391512,,66.7,155858.32013168262,223.74065735173616
California,CA,2003,35253159,1895287.6,53762.206105,,65.9,155858.32013168262,226.18721265707904
California,CA,2004,35574576,1956745.5,55004.042775,,65.5,155858.32013168262,228.2494509753699
California,CA,2005,35827943,2042141.0,56998.555569,,65.5,155858.32013168262,229.8750748097981
California,CA,2006,36021202,2120435.4,58866.314345,0.466,65.4,155858.32013168262,231.11504069571757
California,CA,2007,36250311,2168940.4,59832.325301,0.469,65.7,155858.32013168262,232.5850231760011
California,CA,2008,36604337,2192331.8,59892.678837,0.473,65.9,155858.32013168262,234.8564835619522
California,CA,2009,36961229,2110679.4,57105.227751,0.467,65.3,155858.32013168262,237.14633244328536
California,CA,2010,37322523,2153852.8,57709.196133,0.471,64.2,155858.32013168262,239.4644249242947
California,CA,2011,37651212,2192887.2,58242.141050,0.4812,63.4,155858.32013168262,241.57332100197792
California,CA,2012,37971412,2255437.3,59398.299436,0.4822,63.1,155858.32013168262,243.62775094661907
California,CA,2013,38292557,2340335.3,61117.237483,0.4903,62.7,155858.32013168262,245.6882440901912
California,CA,2014,38637421,2428675.7,62858.121405,0.489,62.4,155858.32013168262,247.90092031888807
California,CA,2015,38966939,2545979.5,65336.912915,0.4876,62.2,155858.32013168262,250.01513532981332
California,CA,2016,39223789,2623711.7,66890.827401,0.4899,62.2,155858.32013168262,251.6631063831584
California,CA,2017,39424315,2740550.3,69514.214768,0.4866,62.3,155858.32013168262,252.94969794805257
California,CA,2018,39535920,2850970.3,72110.888023,0.4912,62.3,155858.32013168262,253.66576494983795
California,CA,2019,39547995,2969609.0,75088.737115,0.4866,62.4,155858.32013168262,253.74323915839992
California,CA,2020,39503200,2933320.2,74255.255270,,60.9,155858.32013168262,253.45583069690647
California,CA,2021,39145060,3154188.6,80576.925926,0.4924,61.1,155858.32013168262,251.1579745433344
California,CA,2022,39040616,3184007.8,81556.289993,0.4953,61.7,155858.32013168262,250.48785311567008
California,CA,2023,38965193,3248656.6,83373.296778,0.487,62.2,155858.32013168262,250.00393284797903
Colorado,CO,2000,4326921,238739.3,55175.331373,,72.1,103637.05759605898,41.75071253821992
Colorado,CO,2001,4425687,242650.1,54827.668563,,71.6,103637.05759605898,42.70371141999979
Colorado,CO,2002,4490406,243701.9,54271.685010,,71.9,103637.05759605898,43.32818881738261
Colorado,CO,2003,4528732,246017.4,54323.682656,,72.1,103637.05759605898,43.69799862180008
Colorado,CO,2004,4575013,250069.3,54659.800967,,72.7,103637.05759605898,44.144566684166215
Colorado,CO,2005,4631888,261992.9,56562.874577,,72.4,103637.05759605898,44.6933568690601
Colorado,CO,2006,4720423,268190.8,56814.993063,0.45,72.8,103637.05759605898,45.54763623643734
Colorado,CO,2007,4803868,278733.8,58022.784972,0.452,72.6,103637.05759605898,46.35280189759727
Colorado,CO,2008,4889730,281803.3,57631.668824,0.457,72.4,103637.05759605898,47.181289332416775
Colorado,CO,2009,4972195,275659.1,55440.122521,0.453,71.3,103637.05759605898,47.97699891654468
Colorado,CO,2010,5046928,279385.6,55357.556121,0.457,70.2,103637.05759605898,48.6981019827016
Colorado,CO,2011,5118837,283963.8,55474.280584,0.4588,69.7,103637.05759605898,49.391956108513206
Colorado,CO,2012,5188139,289339.5,55769.419439,0.4579,69.0,103637.05759605898,50.060655139608
Colorado,CO,2013,5262801,301484.1,57285.863554,0.4614,68.1,103637.05759605898,50.78107312263301
Colorado,CO,2014,5342212,315399.0,59039.027279,0.4584,67.7,103637.05759605898,51.547314483030526
Colorado,CO,2015,5441452,330526.1,60742.261441,0.458,66.8,103637.05759605898,52.50488701839527
Colorado,CO,2016,5528510,337685.2,61080.689010,0.4586,67.0,103637.05759605898,53.34491472681712
Colorado,CO,2017,5599635,350209.1,62541.415646,0.4553,67.8,103637.05759605898,54.0312039910031
Colorado,CO,2018,5676918,365204.5,64331.473521,0.4561,68.6,103637.05759605898,54.776912155559664
Colorado,CO,2019,5735797,383725.6,66900.136110,0.4548,68.6,103637.05759605898,55.34503905307821
Colorado,CO,2020,5785219,380188.8,65717.270167,,67.2,103637.05759605898,55.82191480723779
Colorado,CO,2021,5811596,406451.9,69938.085855,0.4604,68.0,103637.05759605898,56.07642801527201
Colorado,CO,2022,5841039,418818.8,71702.791233,0.4566,68.1,103637.05759605898,56.36052523573496
Colorado,CO,2023,5877610,437056.0,74359.476046,0.4575,68.1,103637.05759605898,56.71340094301856
Connecticut,CT,2000,3411777,233874.2,68549.087470,,68.0,4842.373007794604,704.5671604620665
Connecticut,CT,2001,3432835,236338.1,68846.332550,,67.0,4842.373007794604,708.9158547832399
Connecticut,CT,2002,3458749,234307.3,67743.366171,,67.4,4842.373007794604,714.267363218936
Connecticut,CT,2003,3484336,236719.1,67938.080598,,67.3,4842.373007794604,719.5513427799516
Connecticut,CT,2004,3496094,252680.8,72275.173379,,66.7,4842.373007794604,721.9794911239708
Connecticut,CT,2005,3506956,258203.7,73626.158982,,67.0,4842.373007794604,724.2226062211589
Connecticut,CT,2006,3517460,269478.6,76611.702763,0.48,68.0,4842.373007794604,726.3917906237425
Connecticut,CT,2007,3527270,278485.4,78952.107437,0.481,68.6,4842.373007794604,728.41765686416
Connecticut,CT,2008,3545579,277793.2,78349.177948,0.486,68.8,4842.373007794604,732.1986543153123
Connecticut,CT,2009,3561807,265530.8,74549.463236,0.48,68.6,4842.373007794604,735.5499037902863
Connecticut,CT,2010,3580281,266773.4,74511.860941,0.486,68.3,4842.373007794604,739.364975444259
Connecticut,CT,2011,3594181,261555.8,72772.016768,0.4859,67.8,4842.373007794604,742.2354688939841
Connecticut,CT,2012,3605215,263649.9,73130.146191,0.4915,66.4,4842.373007794604,744.5141037662336
Connecticut,CT,2013,3610238,258911.0,71715.770539,0.4994,65.4,4842.373007794604,745.5514051042169
Connecticut,CT,2014,3614584,260605.8,72098.421284,0.5005,65.9,4842.373007794604,746.4488989554762
Connecticut,CT,2015,3611891,268869.8,74440.175520,0.4916,65.9,4842.373007794604,745.8927666633821
Connecticut,CT,2016,3607614,268196.2,74341.711724,0.4945,65.9,4842.373007794604,745.0095220242113
Connecticut,CT,2017,3607550,273875.1,75917.201425,0.4943,66.1,4842.373007794604,744.9963053637233
Connecticut,CT,2018,3611229,274582.8,76035.831569,0.5014,66.0,4842.373007794604,745.7560568314599
Connecticut,CT,2019,3607133,275225.4,76300.319395,0.5024,66.3,4842.373007794604,744.9101905602315
Connecticut,CT,2020,3577586,260765.2,72888.590239,,64.6,4842.373007794604,738.8084301315246
Connecticut,CT,2021,3603691,269838.7,74878.423261,0.4985,63.2,4842.373007794604,744.1993820383644
Connecticut,CT,2022,3608706,278975.9,77306.353025,0.5008,65.3,4842.373007794604,745.2350312937867
Connecticut,CT,2023,3617176,286628.4,79240.932706,0.4954,64.3,4842.373007794604,746.9841737052379
Delaware,DE,2000,786373,63388.8,80609.074828,,69.0,1948.5539481280807,403.5674766692735
Delaware,DE,2001,795699,65724.8,82600.078673,,69.6,1948.5539481280807,408.3535899862588
Delaware,DE,2002,806169,63702.5,79018.791345,,67.9,1948.5539481280807,413.72680534427246
Delaware,DE,2003,818003,64316.8,78626.606504,,66.7,1948.5539481280807,419.8000269819739
Delaware,DE,2004,830803,67735.5,81530.158172,,66.3,1948.5539481280807,426.3690008676066
Delaware,DE,2005,845150,66381.2,78543.690469,,66.9,1948.5539481280807,433.7318968314483
Delaware,DE,2006,859268,68411.8,79616.371144,0.434,67.2,1948.5539481280807,440.97726974686736
Delaware,DE,2007,871749,68132.4,78155.982972,0.435,66.6,1948.5539481280807,447.3825324864441
Delaware,DE,2008,883874,65771.3,74412.529388,0.447,66.3,1948.5539481280807,453.60509563982674
Delaware,DE,2009,891730,69186.2,77586.489184,0.434,63.9,1948.5539481280807,457.6368033621338
Delaware,DE,2010,899773,68291.9,75899.032311,0.44,62.0,1948.5539481280807,461.7644796873014
Delaware,DE,2011,908220,71103.5,78288.850719,0.4404,62.2,1948.5539481280807,466.09948925073417
Delaware,DE,2012,916654,70562.4,76978.227336,0.4356,61.9,1948.5539481280807,470.4278272000644
Delaware,DE,2013,925704,68656.8,74167.120375,0.4513,60.9,1948.5539481280807,475.0722970176407
Delaware,DE,2014,935278,73961.7,79079.909931,0.4494,61.4,1948.5539481280807,479.98568420366007
Delaware,DE,2015,944716,76211.2,80671.016475,0.4523,61.9,1948.5539481280807,484.8292760421446
Delaware,DE,2016,953146,71941.4,75477.838652,0.4522,62.0,1948.5539481280807,489.1555611871356
Delaware,DE,2017,961604,69555.6,72332.893790,0.4811,62.2,1948.5539481280807,493.49621596250137
Delaware,DE,2018,971152,70856.4,72961.184243,0.4587,62.2,1948.5539481280807,498.3962599203156
Delaware,DE,2019,981340,74627.8,76046.833921,0.4509,62.0,1948.5539481280807,503.6247525724114
Delaware,DE,2020,991862,72506.8,73101.701648,,61.4,1948.5539481280807,509.0246543868354
Delaware,DE,2021,1004881,74657.1,74294.468698,0.4547,61.4,1948.5539481280807,515.7060193100427
Delaware,DE,2022,1019459,77149.2,75676.608868,0.4407,60.9,1948.5539481280807,523.1874647244766
Delaware,DE,2023,1031890,78014.4,75603.407340,0.4557,60.9,1948.5539481280807,529.5670674098127
Florida,FL,2000,16047515,693837.3,43236.432557,,63.3,53652.17074335251,299.1028094047487
Florida,FL,2001,16356966,714638.0,43690.131776,,63.4,53652.17074335251,304.8705350291279
Florida,FL,2002,16689370,746252.8,44714.258237,,62.5,53652.17074335251,311.0660718619257
Florida,FL,2003,17004085,781834.2,45979.198528,,62.0,53652.17074335251,316.93191094428926
Florida,FL,2004,17415318,833946.8,47885.820977,,62.2,53652.17074335251,324.5967079935485
Florida,FL,2005,17842038,883164.5,49499.081887,,62.8,53652.17074335251,332.5501606514332
Florida,FL,2006,18166990,909298.9,50052.259620,0.467,63.4,53652.17074335251,338.60680282448567
Florida,FL,2007,18367842,922288.3,50212.120727,0.469,63.9,53652.17074335251,342.350397859266
Florida,FL,2008,18527305,891766.9,48132.575137,0.471,63.4,53652.17074335251,345.322560919784
Florida,FL,2009,18652644,840480.6,45059.595841,0.469,62.1,53652.17074335251,347.6587012522892
Florida,FL,2010,18842405,851956.4,45214.843859,0.474,61.6,53652.17074335251,351.1955758534629
Florida,FL,2011,19036879,849395.3,44618.411453,0.4811,61.1,53652.17074335251,354.8202940578814
Florida,FL,2012,19268256,857861.3,44522.000330,0.4828,60.5,53652.17074335251,359.13283158980727
Florida,FL,2013,19502928,880183.5,45130.838816,0.4843,60.1,53652.17074335251,363.5067832258475
Florida,FL,2014,19790139,905648.5,45762.614401,0.4834,59.9,53652.17074335251,368.8599869456725
Florida,FL,2015,20140379,945929.0,46966.792432,0.4872,59.3,53652.17074335251,375.3879613994069
Florida,FL,2016,20533473,978989.7,47677.745504,0.4852,59.3,53652.17074335251,382.7146733395516
Florida,FL,2017,20868335,1014866.9,48631.905708,0.4859,59.3,53652.17074335251,388.9560237893186
Florida,FL,2018,21131181,1050433.8,49710.132150,0.4887,59.3,53652.17074335251,393.8550986330436
Florida,FL,2019,21353320,1084913.9,50807.738562,0.4808,59.5,53652.17074335251,397.9954530105508
Florida,FL,2020,21591299,1069758.8,49545.828623,,57.5,53652.17074335251,402.4310424136037
Florida,FL,2021,21830708,1170526.3,53618.338901,0.4869,58.0,53652.17074335251,406.893284978685
Florida,FL,2022,22245521,1239883.6,55736.325528,0.4902,58.8,53652.17074335251,414.6248081258896
Florida,FL,2023,22610726,1292787.6,57175.855388,0.4829,59.0,53652.17074335251,421.4317088521803
Georgia,GA,2000,8227303,417713.5,50771.619813,,68.9,57716.95797576735,142.5456796155865
Georgia,GA,2001,8377038,422731.6,50463.135060,,68.2,57716.95797576735,145.13997781236367
Georgia,GA,2002,8508256,427329.7,50225.298816,,68.1,57716.95797576735,147.41345175489357
Georgia,GA,2003,8622793,439074.6,50920.229675,,68.0,57716.95797576735,149.39791185149272
Georgia,GA,2004,8769252,461245.4,52598.032307,,67.5,57716.95797576735,151.93545030009722
Georgia,GA,2005,8925922,480838.3,53869.874731,,67.9,57716.95797576735,154.64990382458438
Georgia,GA,2006,9155813,487524.9,53247.581618,0.461,68.1,57716.95797576735,158.63297930296497
Georgia,GA,2007,9349988,492238.7,52645.917834,0.464,68.0,57716.95797576735,161.9972418491914
Georgia,GA,2008,9504843,481860.3,50696.292406,0.467,67.6,57716.95797576735,164.68024880990157
Georgia,GA,2009,9620846,464016.8,48230.353131,0.469,65.4,57716.95797576735,166.6901087205487
Georgia,GA,2010,9712616,471588.2,48554.189726,0.468,64.2,57716.95797576735,168.280109358464
Georgia,GA,2011,9805666,481215.4,49075.238745,0.477,64.1,57716.95797576735,169.8922871873625
Georgia,GA,2012,9907250,489027.3,49360.549093,0.4809,63.8,57716.95797576735,171.6523245067696
Georgia,GA,2013,9980892,499900.2,50085.723801,0.4837,62.9,57716.95797576735,172.9282406773848
Georgia,GA,2014,10078133,517511.9,51349.977223,0.4801,62.1,57716.95797576735,174.61303148082297
Georgia,GA,2015,10191912,540108.5,52993.834719,0.4801,61.1,57716.95797576735,176.5843585221367
Georgia,GA,2016,10318636,561718.3,54437.262832,0.4813,62.4,57716.95797576735,178.7799697331989
Georgia,GA,2017,10428854,583543.3,55954.690707,0.483,63.8,57716.95797576735,180.6895991361601
Georgia,GA,2018,10532841,600934.7,57053.429364,0.4822,63.2,57716.95797576735,182.4912706664521
Georgia,GA,2019,10643103,620744.9,58323.676845,0.4795,62.8,57716.95797576735,184.4016624103533
Georgia,GA,2020,10732390,604745.9,56347.738015,,61.4,57716.95797576735,185.94864276294723
Georgia,GA,2021,10790385,643013.8,59591.367685,0.4787,61.8,57716.95797576735,186.95346009972283
Georgia,GA,2022,10913150,665678.1,60997.796237,0.4736,61.9,57716.95797576735,189.08047795211107
Georgia,GA,2023,11029227,678201.2,61491.272235,0.4787,62.0,57716.95797576735,191.09161998161196
Hawaii,HI,2000,1213519,60745.7,50057.477468,,67.3,6422.480126305308,188.94865786032523
Hawaii,HI,2001,1225948,60446.4,49305.843315,,67.1,6422.480126305308,190.88389156374973
Hawaii,HI,2002,1239613,62355.2,50302.150752,,65.9,6422.480126305308,193.0115742861969
Hawaii,HI,2003,1251154,65623.7,52450.537664,,65.5,6422.480126305308,194.8085436458575
Hawaii,HI,2004,1273569,69332.0,54439.139144,,65.0,6422.480126305308,198.29862840426603
Hawaii,HI,2005,1292729,72941.9,56424.741767,,65.7,6422.480126305308,201.28189960529696
Hawaii,HI,2006,1309731,74892.9,57181.894603,0.438,65.9,6422.480126305308,203.92916353848736
Hawaii,HI,2007,1315675,76434.1,58094.970262,0.422,65.4,6422.480126305308,204.85466270440216
Hawaii,HI,2008,1332213,76830.2,57671.108149,0.428,65.4,6422.480126305308,207.4296804039141
Hawaii,HI,2009,1346717,74118.5,55036.433044,0.425,64.0,6422.480126305308,209.68799801872373
Hawaii,HI,2010,1365117,76130.2,55768.260156,0.433,63.3,6422.480126305308,212.5529348714883
Hawaii,HI,2011,1385141,77174.2,55715.771896,0.4301,62.9,6422.480126305308,215.6707335421273
Hawaii,HI,2012,1405255,78694.0,55999.800748,0.4257,61.3,6422.480126305308,218.80254549085043
Hawaii,HI,2013,1423345,80534.9,56581.433173,0.44,60.8,6422.480126305308,221.6192143857695
Hawaii,HI,2014,1434323,81304.9,56685.209677,0.4325,61.6,6422.480126305308,223.32852290585916
Hawaii,HI,2015,1446452,83857.6,57974.685645,0.4346,61.7,6422.480126305308,225.2170456823364
Hawaii,HI,2016,1456816,85670.4,58806.602893,0.442,62.1,6422.480126305308,226.830752505274
Hawaii,HI,2017,1458161,87436.4,59963.474541,0.4455,62.0,6422.480126305308,227.04017316108747
Hawaii,HI,2018,1459965,88836.4,60848.308007,0.445,61.5,6422.480126305308,227.32106153513027
Hawaii,HI,2019,1456943,88855.2,60987.423667,0.4397,61.1,6422.480126305308,226.85052679768165
Hawaii,HI,2020,1451181,79840.1,55017.327267,,59.1,6422.480126305308,225.95336559411484
Hawaii,HI,2021,1446745,84408.5,58343.730236,0.4552,59.5,6422.480126305308,225.26266668765484
Hawaii,HI,2022,1439399,86887.8,60363.943563,0.4574,59.9,6422.480126305308,224.11887178980655
Hawaii,HI,2023,1435138,88614.3,61746.187475,0.4512,60.2,6422.480126305308,223.45542092406583
Idaho,ID,2000,1299430,49793.0,38319.109148,,69.6,82645.137497651,15.72300608776812
Idaho,ID,2001,1319962,48695.4,36891.516574,,70.0,82645.137497651,15.971441756479829
Idaho,ID,2002,1340372,49840.5,37184.080240,,69.4,82645.137497651,16.218401234290365
Idaho,ID,2003,1363380,51542.6,37805.014009,,68.7,82645.137497651,16.49679631834058
Idaho,ID,2004,1391802,55137.1,39615.620613,,68.3,82645.137497651,16.84070039861158
Idaho,ID,2005,1428241,59331.9,41541.938650,,68.9,82645.137497651,17.28160958097014
Idaho,ID,2006,1468669,60738.6,41356.221177,0.421,68.4,82645.137497651,17.7707853658268
Idaho,ID,2007,1505105,61812.1,41068.297561,0.436,67.8,82645.137497651,18.2116582484091
Idaho,ID,2008,1534320,63878.2,41632.905782,0.419,67.0,82645.137497651,18.565157569537707
Idaho,ID,2009,1554439,61276.1,39420.073737,0.421,66.7,82645.137497651,18.80859596905119
Idaho,ID,2010,1571339,62626.4,39855.435396,0.433,65.6,82645.137497651,19.013084708639536
Idaho,ID,2011,1586880,62704.0,39514.014922,0.432,65.0,82645.137497651,19.201129649582874
Idaho,ID,2012,1600611,62007.3,38739.768751,0.4302,64.9,82645.137497651,19.367273725517048
Idaho,ID,2013,1618841,64769.8,40009.982450,0.4376,64.5,82645.137497651,19.58785536591323
Idaho,ID,2014,1641124,66784.9,40694.609304,0.4541,63.5,82645.137497651,19.85747800403436
Idaho,ID,2015,1663458,67790.5,40752.757208,0.4525,63.8,82645.137497651,20.12771773835188
